,Algorithm,Components,Clusters,Homogeneity,Time
0,Test,0,0,0.0,0.0
0,PCA,1,1,0.0,0.3759981000000039
0,PCA,1,2,0.18515897515633703,0.09499449999999854
0,PCA,1,3,0.19461581954687085,0.08992310000000003
0,PCA,1,4,0.22626144050013444,0.23075339999999755
0,PCA,1,5,0.23240208724021802,0.131284100000002
0,PCA,1,6,0.2358082618952493,0.18696959999999763
0,PCA,1,7,0.2431335457369435,0.3034516000000025
0,PCA,1,8,0.25209495115102476,0.31088100000000196
0,PCA,1,9,0.25186830185708675,0.41516670000000033
0,PCA,1,10,0.250325142247275,0.5521900000000031
0,PCA,1,11,0.25056225069887195,0.7691234999999992
0,PCA,1,12,0.2512925278715391,0.9348193000000009
0,PCA,1,13,0.25616281653287604,0.7402286000000018
0,PCA,1,14,0.25896748041199114,0.9792643000000041
0,PCA,1,15,0.2617536749194985,0.8365434999999977
0,PCA,1,16,0.26176572409068666,0.6923755000000043
0,PCA,1,17,0.26950641038839074,0.5545771999999971
0,PCA,1,18,0.30511229625433495,0.8763774999999967
0,PCA,1,19,0.30385234834665675,0.5904122000000029
0,PCA,2,1,0.0,0.027998599999989437
0,PCA,2,2,0.08071415180779319,0.053234900000006746
0,PCA,2,3,0.10215207061201517,0.08489569999998992
0,PCA,2,4,0.11398202809170806,0.278689600000007
0,PCA,2,5,0.2078532883149456,0.21315990000000795
0,PCA,2,6,0.24826554970808887,0.15101920000000746
0,PCA,2,7,0.2587207638827729,0.305749899999995
0,PCA,2,8,0.28195218662092997,0.16832440000000304
0,PCA,2,9,0.29240740079561395,0.4324524999999966
0,PCA,2,10,0.29456115183944986,0.5028697999999991
0,PCA,2,11,0.29675690399263754,0.765408800000003
0,PCA,2,12,0.2967571388693107,0.8494866999999999
0,PCA,2,13,0.31127542863564067,0.9106708999999995
0,PCA,2,14,0.3117831703249843,0.9238663000000003
0,PCA,2,15,0.3129790094937415,0.8789385000000038
0,PCA,2,16,0.31464299832711784,0.9893338999999912
0,PCA,2,17,0.3147159559996171,1.0993851000000063
0,PCA,2,18,0.3152327319422996,1.2184117999999984
0,PCA,2,19,0.31736407917956794,1.3111827999999974
0,PCA,3,1,0.0,0.02515640000000019
0,PCA,3,2,0.08071415180779319,0.05650959999999827
0,PCA,3,3,0.23812389562033193,0.09703000000000372
0,PCA,3,4,0.15156338915353523,0.16069399999999234
0,PCA,3,5,0.1405537118292201,0.1911273000000051
0,PCA,3,6,0.1576710993716982,0.328881999999993
0,PCA,3,7,0.17228604932570776,0.3898398000000043
0,PCA,3,8,0.27253508317593755,0.2669207999999941
0,PCA,3,9,0.2776424967033585,0.6010737000000006
0,PCA,3,10,0.2910213159752581,0.2778671000000088
0,PCA,3,11,0.29035250014428576,0.33199930000000677
0,PCA,3,12,0.29864080448467945,0.5307159999999982
0,PCA,3,13,0.29875811483592296,0.5857678999999933
0,PCA,3,14,0.30196137389340266,0.4649397000000022
0,PCA,3,15,0.3029818848358444,0.4850938999999954
